School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City,IsPreK,IsElementary,IsMiddle,IsHigh,Normalized Test Scores,Normalized Academic Progress,Normalized Equity Scores,Composite Score,Score Category,Private,Public District,Public Charter,lat,lon
George Ellery Hale Charter Academy,"23830 Califa St., Los Angeles, CA, 91367",6,5.0,8.0,6.0,"['Middle school', 'Public charter']",3.3,https://www.greatschools.org/california/los-angeles/2124-George-Ellery-Hale-Charter-Academy/reviews/,https://www.greatschools.org/california/woodland-hills/2124-George-Ellery-Hale-Charter-Academy/,Los Angeles,False,False,True,False,0.8,0.5,0.6,7.0,Above Average,False,True,False,34.20092490909091,-118.53030196969698
Patrick Henry Middle School,"17340 San Jose St., Los Angeles, CA, 91344",6,6.0,6.0,5.0,"['Middle school', 'Public district']",4.3,https://www.greatschools.org/california/los-angeles/2141-Patrick-Henry-Middle-School/reviews/,https://www.greatschools.org/california/granada-hills/2141-Patrick-Henry-Middle-School/,Los Angeles,False,False,True,False,0.6,0.6,0.5,6.0,Average,False,False,True,34.041025526898906,-118.35772611597791
Thomas Starr King Middle School,"4201 Fountain Avenue, Los Angeles, CA, 90029",6,6.0,8.0,5.0,"['Middle school', 'Public district']",3.7,https://www.greatschools.org/california/los-angeles/2176-Thomas-Starr-King-Middle-School/reviews/,https://www.greatschools.org/california/los-angeles/2176-Thomas-Starr-King-Middle-School/,Los Angeles,False,False,True,False,0.8,0.6,0.5,7.0,Above Average,False,False,True,34.20092490909091,-118.53030196969698
Palms Middle School,"10860 Woodbine Street, Los Angeles, CA, 90034",6,5.0,8.0,5.0,"['Middle school', 'Public district']",3.7,https://www.greatschools.org/california/los-angeles/2311-Palms-Middle-School/reviews/,https://www.greatschools.org/california/los-angeles/2311-Palms-Middle-School/,Los Angeles,False,False,True,False,0.8,0.5,0.5,6.0,Average,False,False,True,33.9879968,-118.273963
Walter Reed Middle School,"4525 Irvine Ave., Los Angeles, CA, 91602",6,6.0,8.0,4.0,"['Middle school', 'Public district']",3.7,https://www.greatschools.org/california/los-angeles/2341-Walter-Reed-Middle-School/reviews/,https://www.greatschools.org/california/north-hollywood/2341-Walter-Reed-Middle-School/,Los Angeles,False,False,True,False,0.8,0.6,0.4,6.0,Average,False,False,True,34.15268828571429,-118.38559897959183
Reseda Senior High School,"18230 Kittridge St., Los Angeles, CA, 91335",6,7.0,5.0,5.0,"['Middle school', 'High school', 'Public charter']",3.6,https://www.greatschools.org/california/los-angeles/2343-Reseda-Senior-High-School/reviews/,https://www.greatschools.org/california/reseda/2343-Reseda-Senior-High-School/,Los Angeles,False,False,True,True,0.5,0.7,0.5,6.0,Average,False,True,False,34.11873505,-118.18255527894115
New Los Angeles Charter School,"1919 South Burnside Avenue, Los Angeles, CA, 90016",6,7.0,5.0,5.0,"['Middle school', 'Public charter']",4.6,https://www.greatschools.org/california/los-angeles/24750-New-Los-Angeles-Charter-School/reviews/,https://www.greatschools.org/california/los-angeles/24750-New-Los-Angeles-Charter-School/,Los Angeles,False,False,True,False,0.5,0.7,0.5,6.0,Average,False,True,False,33.9662267,-118.2421032
Magnolia Science Academy 5,"18238 Sherman Way, Los Angeles, CA, 91335",6,5.0,6.0,6.0,"['Middle school', 'High school', 'Public charter']",4.4,https://www.greatschools.org/california/los-angeles/24752-Magnolia-Science-Academy-5/reviews/,https://www.greatschools.org/california/reseda/24752-Magnolia-Science-Academy-5/,Los Angeles,False,False,True,True,0.6,0.5,0.6,6.0,Average,False,True,False,34.0134284,-118.24396
Synergy Kinetic Academy,"1420 East Adams Boulevard, Los Angeles, CA, 90011",6,7.0,5.0,6.0,"['Middle school', 'Public charter']",5.0,,https://www.greatschools.org/california/los-angeles/24774-Synergy-Kinetic-Academy/,Los Angeles,False,False,True,False,0.5,0.7,0.6,6.0,Average,False,True,False,34.0521791,-118.4128896
Rise Kohyang Middle School,"600 South La Fayette Park Place, Los Angeles, CA, 90057",6,7.0,5.0,5.0,"['Middle school', 'Public charter']",4.6,https://www.greatschools.org/california/los-angeles/26984-Rise-Kohyang-Middle-School/reviews/,https://www.greatschools.org/california/los-angeles/26984-Rise-Kohyang-Middle-School/,Los Angeles,False,False,True,False,0.5,0.7,0.5,6.0,Average,False,True,False,34.03100655188145,-118.27504543557583
Magnolia Science Academy,"18238 Sherman Way, Los Angeles, CA, 91335",6,6.0,4.0,5.0,"['Middle school', 'High school', 'Public charter']",4.3,https://www.greatschools.org/california/los-angeles/12281-Magnolia-Science-Academy/reviews/,https://www.greatschools.org/california/reseda/12281-Magnolia-Science-Academy/,Los Angeles,False,False,True,True,0.4,0.6,0.5,6.0,Average,False,True,False,34.252765567567565,-118.59283267567568
Alliance Gertz-Ressler Richard Merkin 6-12 Complex,"2023 South Union Avenue, Los Angeles, CA, 90007",6,5.0,6.0,6.0,"['Middle school', 'High school', 'Public charter']",3.5,https://www.greatschools.org/california/los-angeles/14094-Alliance-Gertz-Ressler-Richard-Merkin-6-12-Complex/reviews/,https://www.greatschools.org/california/los-angeles/14094-Alliance-Gertz-Ressler-Richard-Merkin-6-12-Complex/,Los Angeles,False,False,True,True,0.6,0.5,0.6,6.0,Average,False,True,False,34.1974844949495,-118.41543348484849
New Designs Charter School,"2303 Figueroa Way, Los Angeles, CA, 90007",6,7.0,5.0,6.0,"['Middle school', 'High school', 'Public charter']",1.6,https://www.greatschools.org/california/los-angeles/14123-New-Designs-Charter-School/reviews/,https://www.greatschools.org/california/los-angeles/14123-New-Designs-Charter-School/,Los Angeles,False,False,True,True,0.5,0.7,0.6,6.0,Average,False,True,False,34.0536909,-118.242766
PUC CALS Middle School and Early College High,"7350 North Figueroa Street, Los Angeles, CA, 90041",6,6.0,6.0,6.0,"['Middle school', 'High school', 'Public charter']",,,https://www.greatschools.org/california/lake-view-terrace/32333-PUC-CALS-Middle-School-And-Early-College-High/,Los Angeles,False,False,True,True,0.6,0.6,0.6,6.0,Average,False,True,False,34.097027350000005,-118.28086192756957
Animo Florence-Firestone Charter Middle,"8255 Beach Street, Los Angeles, CA, 90001",6,8.0,4.0,5.0,"['Middle school', 'Public charter']",,,https://www.greatschools.org/california/los-angeles/32472-Animo-Florence-Firestone-Charter-Middle/,Los Angeles,False,False,True,False,0.4,0.8,0.5,6.0,Average,False,True,False,34.26823363265306,-118.30279091836734
Belvedere Middle School,"312 North Record Avenue, Los Angeles, CA, 90063",5,7.0,4.0,4.0,"['Middle school', 'Public district']",2.0,,https://www.greatschools.org/california/los-angeles/1932-Belvedere-Middle-School/,Los Angeles,False,False,True,False,0.4,0.7,0.4,6.0,Average,False,False,True,34.16238008064516,-118.426769
El Sereno Middle School,"2839 N. E.ern Ave., Los Angeles, CA, 90032",5,6.0,5.0,4.0,"['Middle school', 'Public district']",4.3,https://www.greatschools.org/california/los-angeles/2053-El-Sereno-Middle-School/reviews/,https://www.greatschools.org/california/los-angeles/2053-El-Sereno-Middle-School/,Los Angeles,False,False,True,False,0.5,0.6,0.4,6.0,Average,False,False,True,34.312204511627904,-118.45119753488372
David Wark Griffith Middle School,"4765 E. Fourth St., Los Angeles, CA, 90022",5,6.0,5.0,5.0,"['Middle school', 'Public district']",3.7,https://www.greatschools.org/california/los-angeles/2121-David-Wark-Griffith-Middle-School/reviews/,https://www.greatschools.org/california/los-angeles/2121-David-Wark-Griffith-Middle-School/,Los Angeles,False,False,True,False,0.5,0.6,0.5,6.0,Average,False,False,True,33.9997346122449,-118.44814708163265
Hollenbeck Middle School,"2510 East 6th Street, Los Angeles, CA, 90023",5,5.0,5.0,5.0,"['Middle school', 'Public district']",2.6,,https://www.greatschools.org/california/los-angeles/2147-Hollenbeck-Middle-School/,Los Angeles,False,False,True,False,0.5,0.5,0.5,6.0,Average,False,False,True,34.0386284,-118.2810983
Ernest Lawrence Middle School,"10100 Variel Ave., Los Angeles, CA, 91311",5,5.0,6.0,3.0,"['Middle school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2187-Ernest-Lawrence-Middle-School/reviews/,https://www.greatschools.org/california/chatsworth/2187-Ernest-Lawrence-Middle-School/,Los Angeles,False,False,True,False,0.6,0.5,0.3,5.0,Average,False,False,True,34.17777872,-118.64536468
James Madison Middle School,"13000 Hart St., Los Angeles, CA, 91605",5,6.0,3.0,4.0,"['Middle school', 'Public district']",3.6,https://www.greatschools.org/california/los-angeles/2215-James-Madison-Middle-School/reviews/,https://www.greatschools.org/california/north-hollywood/2215-James-Madison-Middle-School/,Los Angeles,False,False,True,False,0.3,0.6,0.4,5.0,Average,False,False,True,34.08665566037736,-118.21888833962264
Louis D. Armstrong Middle School,"5041 Sunnyslope Avenue, Los Angeles, CA, 91423",5,4.0,7.0,4.0,"['Middle school', 'Public charter']",3.2,https://www.greatschools.org/california/los-angeles/2244-Louis-D.-Armstrong-Middle-School/reviews/,https://www.greatschools.org/california/sherman-oaks/2244-Robert-A.-Millikan-Middle-School/,Los Angeles,False,False,True,False,0.7,0.4,0.4,6.0,Average,False,True,False,34.061201,-118.283268
Mt. Gleason Middle School,"10965 Mt. Gleason Ave., Los Angeles, CA, 91040",5,6.0,5.0,3.0,"['Middle school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2256-Mt.-Gleason-Middle-School/reviews/,https://www.greatschools.org/california/sunland/2256-Mt.-Gleason-Middle-School/,Los Angeles,False,False,True,False,0.5,0.6,0.3,5.0,Average,False,False,True,34.193964806122445,-118.50722154081633
William Mulholland Middle School,"17120 Vanowen St., Los Angeles, CA, 91406",5,6.0,4.0,4.0,"['Middle school', 'Public district']",3.2,https://www.greatschools.org/california/los-angeles/2261-William-Mulholland-Middle-School/reviews/,https://www.greatschools.org/california/lake-balboa/2261-William-Mulholland-Middle-School/,Los Angeles,False,False,True,False,0.4,0.6,0.4,5.0,Average,False,False,True,34.0085387,-118.2696461
Florence Nightingale Middle School,"3311 North Figueroa Street, Los Angeles, CA, 90065",5,6.0,5.0,3.0,"['Middle school', 'Public district']",3.8,https://www.greatschools.org/california/los-angeles/2271-Florence-Nightingale-Middle-School/reviews/,https://www.greatschools.org/california/los-angeles/2271-Florence-Nightingale-Middle-School/,Los Angeles,False,False,True,False,0.5,0.6,0.3,5.0,Average,False,False,True,34.28011022580645,-118.38130080645162
Olive Vista Middle School,"14600 Tyler St., Los Angeles, CA, 91342",5,5.0,4.0,5.0,"['Middle school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2288-Olive-Vista-Middle-School/reviews/,https://www.greatschools.org/california/sylmar/2288-Olive-Vista-Middle-School/,Los Angeles,False,False,True,False,0.4,0.5,0.5,5.0,Average,False,False,True,34.01255263265306,-118.24421395918367
Mark Twain Middle School and World Languages Magnet,"2224 Walgrove Avenue, Los Angeles, CA, 90066",5,4.0,7.0,3.0,"['Middle school', 'Public district']",4.4,https://www.greatschools.org/california/los-angeles/2433-Mark-Twain-Middle-School-And-World-Languages-Magnet/reviews/,https://www.greatschools.org/california/los-angeles/2433-Mark-Twain-Middle-School-And-World-Languages-Magnet/,Los Angeles,False,False,True,False,0.7,0.4,0.3,5.0,Average,False,False,True,33.99364133333333,-118.32242251515152
Van Nuys Middle School,"5435 Vesper Ave., Los Angeles, CA, 91411",5,7.0,4.0,3.0,"['Middle school', 'Public district']",3.7,https://www.greatschools.org/california/los-angeles/2449-Van-Nuys-Middle-School/reviews/,https://www.greatschools.org/california/van-nuys/2449-Van-Nuys-Middle-School/,Los Angeles,False,False,True,False,0.4,0.7,0.3,5.0,Average,False,False,True,34.16914965306122,-118.45098434693878
Virgil Middle School,"152 North Vermont Avenue, Los Angeles, CA, 90004",5,6.0,5.0,5.0,"['Middle school', 'Public district']",2.6,,https://www.greatschools.org/california/los-angeles/2464-Virgil-Middle-School/,Los Angeles,False,False,True,False,0.5,0.6,0.5,6.0,Average,False,False,True,33.99395388888889,-118.33110633333334
Magnolia Science Academy 4 School,"11330 Graham Place, Los Angeles, CA, 90064",5,,4.0,6.0,"['Middle school', 'High school', 'Public charter']",4.4,https://www.greatschools.org/california/los-angeles/24751-Magnolia-Science-Academy-4-School/reviews/,https://www.greatschools.org/california/los-angeles/24751-Magnolia-Science-Academy-4-School/,Los Angeles,False,False,True,True,0.4,,0.6,6.0,Average,False,True,False,34.0301265212966,-118.43498315558286
Watts Learning Center Charter Middle,"8800 San Pedro Street, Los Angeles, CA, 90003",5,7.0,4.0,4.0,"['Middle school', 'Public charter']",2.3,,https://www.greatschools.org/california/los-angeles/25189-Watts-Learning-Center-Charter-Middle/,Los Angeles,False,False,True,False,0.4,0.7,0.4,6.0,Average,False,True,False,34.07365663265306,-118.29157765306122
Animo Jefferson Charter Middle School,"1655 East 27th Street, Los Angeles, CA, 90011",5,7.0,3.0,4.0,"['Middle school', 'Public charter']",5.0,,https://www.greatschools.org/california/los-angeles/25214-Animo-Jefferson-Charter-Middle-School/,Los Angeles,False,False,True,False,0.3,0.7,0.4,5.0,Average,False,True,False,34.02386199430654,-118.1653277323161
ICEF View Park Preparatory Accelerated Charter Middle School,"5311 Crenshaw Boulevard, Los Angeles, CA, 90043",5,6.0,4.0,4.0,"['Middle school', 'Public charter']",2.9,https://www.greatschools.org/california/los-angeles/12165-ICEF-View-Park-Preparatory-Accelerated-Charter-Middle-School/reviews/,https://www.greatschools.org/california/los-angeles/12165-ICEF-View-Park-Preparatory-Accelerated-Charter-Middle-School/,Los Angeles,False,False,True,False,0.4,0.6,0.4,5.0,Average,False,True,False,34.137166525851626,-118.18782201382768
Puc Lakeview Charter Academy,"11465 Kagel Canyon Street, Los Angeles, CA, 91342",5,6.0,4.0,4.0,"['Middle school', 'Public charter']",4.8,,https://www.greatschools.org/california/lake-view-terrace/14047-Puc-Lakeview-Charter-Academy/,Los Angeles,False,False,True,False,0.4,0.6,0.4,5.0,Average,False,True,False,34.03680863960351,-118.21246554863139
Alliance Ouchi-O'donovan 6-12 Complex,"5356 5th Avenue, Los Angeles, CA, 90018",5,6.0,3.0,4.0,"['Middle school', 'High school', 'Public charter']",4.5,https://www.greatschools.org/california/los-angeles/17064-Alliance-Ouchi-Odonovan-6-12-Complex/reviews/,https://www.greatschools.org/california/los-angeles/17064-Alliance-Ouchi-Odonovan-6-12-Complex/,Los Angeles,False,False,True,True,0.3,0.6,0.4,5.0,Average,False,True,False,34.226939,-118.410716
Arts In Action Community Middle,"745 S. Kern Ave., Los Angeles, CA, 90022",5,7.0,3.0,3.0,"['Middle school', 'Public charter']",4.9,https://www.greatschools.org/california/los-angeles/32470-Arts-In-Action-Community-Middle/reviews/,https://www.greatschools.org/california/los-angeles/32470-Arts-In-Action-Community-Middle/,Los Angeles,False,False,True,False,0.3,0.7,0.3,5.0,Average,False,True,False,34.21272048979592,-118.61203910204081
Horace Mann Ucla Community,"7001 South Saint Andrews Place, Los Angeles, CA, 90047",5,6.0,2.0,2.0,"['Middle school', 'High school', 'Public district']",,,https://www.greatschools.org/california/los-angeles/32615-Horace-Mann-Ucla-Community/,Los Angeles,False,False,True,True,0.2,0.6,0.2,4.0,Below Average,False,False,True,34.049886,-118.29379771428572
Katherine Johnson STEM Academy,"8701 Park Hill Drive, Los Angeles, CA, 90045",5,7.0,4.0,4.0,"['Middle school', 'Public district']",4.3,https://www.greatschools.org/california/los-angeles/32617-Katherine-Johnson-STEM-Academy/reviews/,https://www.greatschools.org/california/los-angeles/32617-New-Middle-School-Pathway/,Los Angeles,False,False,True,False,0.4,0.7,0.4,6.0,Average,False,False,True,33.977453452552204,-118.27518881747403
Los Feliz Charter Middle School for the Arts,"2709 Media Center Drive, Los Angeles, CA, 90065",5,8.0,5.0,2.0,"['Middle school', 'Public charter']",,,https://www.greatschools.org/california/los-angeles/32822-Los-Feliz-Charter-Middle-School-For-The-Arts/,Los Angeles,False,False,True,False,0.5,0.8,0.2,6.0,Average,False,True,False,33.9576469,-118.4275371
High Tech LA Middle,"5041 Sunnyslope Avenue, Los Angeles, CA, 91423",5,4.0,6.0,5.0,"['Middle school', 'Public charter']",1.5,,https://www.greatschools.org/california/sherman-oaks/32823-High-Tech-LA-Middle/,Los Angeles,False,False,True,False,0.6,0.4,0.5,6.0,Average,False,True,False,34.2245226122449,-118.52532969387755
Hubert Howe Bancroft Middle School,"929 North Las Palmas Avenue, Los Angeles, CA, 90038",4,6.0,3.0,3.0,"['Middle school', 'Public district']",3.8,https://www.greatschools.org/california/los-angeles/1918-Hubert-Howe-Bancroft-Middle-School/reviews/,https://www.greatschools.org/california/los-angeles/1918-Hubert-Howe-Bancroft-Middle-School/,Los Angeles,False,False,True,False,0.3,0.6,0.3,5.0,Average,False,False,True,33.730493,-118.294669
Berendo Middle School,"1157 South Berendo Street, Los Angeles, CA, 90006",4,5.0,3.0,3.0,"['Middle school', 'Public district']",3.2,,https://www.greatschools.org/california/los-angeles/1933-Berendo-Middle-School/,Los Angeles,False,False,True,False,0.3,0.5,0.3,4.0,Below Average,False,False,True,34.09472342857143,-118.31784181632653
Mary Mcleod Bethune Middle School,"155 West 69th Street, Los Angeles, CA, 90003",4,5.0,3.0,3.0,"['Middle school', 'Public district']",4.0,,https://www.greatschools.org/california/los-angeles/1935-Mary-Mcleod-Bethune-Middle-School/,Los Angeles,False,False,True,False,0.3,0.5,0.3,4.0,Below Average,False,False,True,34.087331081632655,-118.33616459183673
